-73099 2444214.55325 0.00017
-73098 2444214.61562 0.00017
-73097 2444214.67798 0.00017
-61017 2444968.02309 0.00116
-61002 2444968.95712 0.00116
-61001 2444969.01962 0.00116
-60841 2444978.99755 0.00116
-60602 2444993.90078 0.00069
-60601 2444993.96328 0.00069
-60600 2444994.02642 0.00069
-60169 2445020.90513 0.00023
-60153 2445021.90292 0.00023
-60106 2445024.83386 0.00069
-48767 2445731.96640 0.00035
-48256 2445763.83373 0.00006
-46796 2445854.88280 0.00116
-43588 2446054.94231 0.00116
-43075 2446086.93565 0.00003
-43074 2446086.99796 0.00003
-3410 2448560.55780 0.00005
0 2448773.21509 0.00006
16 2448774.21293 0.00006
5848 2449137.91294 0.00006
5945 2449143.96214 0.00006
5946 2449144.02438 0.00006
5947 2449144.08689 0.00006
5961 2449144.96005 0.00006
5962 2449145.02235 0.00006
5963 2449145.08454 0.00006
5964 2449145.14711 0.00006
49670 2451870.77688 0.00006
49672 2451870.90163 0.00006
56307 2452284.67900 0.00001
56307 2452284.67895 0.00006
56308 2452284.74136 0.00002
98482 2454914.83228 0.00001
98483 2454914.89466 0.00001
98514 2454916.82793 0.00002
98560 2454919.69660 0.00002
98577 2454920.75678 0.00002
98607 2454922.62767 0.00002
98608 2454922.69002 0.00001
98609 2454922.75237 0.00001
98610 2454922.81473 0.00001
98850 2454937.78183 0.00002
98851 2454937.84420 0.00001
98865 2454938.71729 0.00002
98866 2454938.77961 0.00001
98896 2454940.65051 0.00003
98897 2454940.71287 0.00001
98898 2454940.77524 0.00003
98899 2454940.83764 0.00002
98914 2454941.77305 0.00001
98915 2454941.83541 0.00003
98928 2454942.64612 0.00001
98930 2454942.77085 0.00001
98931 2454942.83322 0.00001
98932 2454942.89559 0.00003
98945 2454943.70630 0.00001
98946 2454943.76865 0.00001
98947 2454943.83101 0.00002
99377 2454970.64703 0.00004
99378 2454970.70941 0.00004
99746 2454993.65893 0.00002
99826 2454998.64798 0.00002
99938 2455005.63260 0.00003
102028 2455135.97098 0.00002
102364 2455156.92490 0.00002
102365 2455156.98724 0.00002
102380 2455157.92271 0.00003
102397 2455158.98287 0.00002
102428 2455160.91611 0.00002
102429 2455160.97847 0.00002
102444 2455161.91391 0.00002
102445 2455161.97629 0.00003
102460 2455162.91174 0.00003
103150 2455205.94210 0.00001
103151 2455206.00446 0.00001
103166 2455206.93992 0.00001
103167 2455207.00231 0.00002
103197 2455208.87317 0.00002
103213 2455209.87098 0.00001
103214 2455209.93331 0.00002
103215 2455209.99569 0.00001
103263 2455212.98911 0.00002
103775 2455244.91889 0.00001
103776 2455244.98126 0.00002
103808 2455246.97686 0.00002
106096 2455389.66308 0.00002
115951 2456004.24921 0.00010
122350 2456403.30917 0.00014
126632 2456670.34677 0.00003
127386 2456717.36835 0.00003
127882 2456748.30037 0.00001
128265 2456772.18547 0.00007
133527 2457100.33872 0.00003
133540 2457101.14946 0.00004
139195 2457453.81143 0.00015
143917 2457748.28885 0.00002
143918 2457748.35119 0.00002
144782 2457802.23272 0.00003
144785 2457802.41982 0.00003
145217 2457829.36057 0.00004
145497 2457846.82220 0.00006
150205 2458140.42647 0.00002
150960 2458187.51041 0.00013
151164 2458200.23245 0.00003
156651 2458542.41741 0.00005
157255 2458580.08455 0.00004
157466 2458593.24301 0.00017
161604 2458851.30061 0.00004
161908 2458870.25889 0.00004
161910 2458870.38364 0.00003
161923 2458871.19431 0.00005
161924 2458871.25675 0.00004
161957 2458873.31470 0.00003
161959 2458873.43943 0.00004
162067 2458880.17463 0.00004
162534 2458909.29803 0.00003
162804 2458926.13599 0.00005
162884 2458931.12504 0.00004
162932 2458934.11856 0.00005
169073 2459317.08867 0.00003
